Handle,Title,Product_Type,Image_Position,FAL_URL,Local_Path,Alt_Text,Prompt,Status
extended-high-back-wide-deep-seat-multi-tilt-bao27513,Extended High Back Wide & Deep Seat Multi Tilt BAO27513,Furniture > Office Furniture > Office Chairs,4,https://v3b.fal.media/files/b/0a979be1/HXoJ_ZQyBpREiYmhc6O5k.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/extended-high-back-wide-deep-seat-multi-tilt-bao27513-gen-4.jpg,Extended High Back Wide & Deep Seat Multi Tilt BAO27513 - Detail Close-Up,"Close-up detail shot of Extended High Back Wide & Deep Seat Multi Tilt BAO27513, a office ergonomic chair, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
elora-multi-tilter-high-back-chair-black-petite-seat-baomvl1894,ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894,Uncategorized,2,https://v3b.fal.media/files/b/0a979be1/5w_X6zyM_jd7AWhZyl8_Z.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/elora-multi-tilter-high-back-chair-black-petite-seat-baomvl1894-gen-2.jpg,ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894 - Office Setting,"Professional product photography of ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
elora-multi-tilter-high-back-chair-black-petite-seat-baomvl1894,ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894,Uncategorized,3,https://v3b.fal.media/files/b/0a979be1/4M8U3LPN7kOfIKpK3Fzj6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/elora-multi-tilter-high-back-chair-black-petite-seat-baomvl1894-gen-3.jpg,ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894 - Workspace View,"ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
elora-multi-tilter-high-back-chair-black-petite-seat-baomvl1894,ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894,Uncategorized,4,https://v3b.fal.media/files/b/0a979be1/NCyIqonF32VY2TEAwIaEm.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/elora-multi-tilter-high-back-chair-black-petite-seat-baomvl1894-gen-4.jpg,ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894 - Detail Close-Up,"Close-up detail shot of ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
innovation-l-shape-set,Innovation L-Shape Set,Furniture > Office Furniture > Desks,2,https://v3b.fal.media/files/b/0a979be1/iBMOo5ZPOKsZ0jJEVhlaR.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/innovation-l-shape-set-gen-2.jpg,Innovation L-Shape Set - Office Setting,"Professional product photography of Innovation L-Shape Set, a office desk, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
innovation-l-shape-set,Innovation L-Shape Set,Furniture > Office Furniture > Desks,3,https://v3b.fal.media/files/b/0a979be2/CquCWWBFC11Sgejxorey4.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/innovation-l-shape-set-gen-3.jpg,Innovation L-Shape Set - Workspace View,"Innovation L-Shape Set, a office desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
innovation-l-shape-set,Innovation L-Shape Set,Furniture > Office Furniture > Desks,4,https://v3b.fal.media/files/b/0a979be2/5WTa1I0A8MXY8e5VDeZmC.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/innovation-l-shape-set-gen-4.jpg,Innovation L-Shape Set - Detail Close-Up,"Close-up detail shot of Innovation L-Shape Set, a office desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
hutch-5-sizes,Hutch 5 Sizes,Furniture > Cabinets & Storage > China Cabinets & Hutches,2,https://v3b.fal.media/files/b/0a979be2/Z0sPUedMZ5OdDHZLAZkG6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/hutch-5-sizes-gen-2.jpg,Hutch 5 Sizes - Office Setting,"Professional product photography of Hutch 5 Sizes, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
hutch-5-sizes,Hutch 5 Sizes,Furniture > Cabinets & Storage > China Cabinets & Hutches,3,https://v3b.fal.media/files/b/0a979be2/1NPYOt54Lb_FlFy9C0Hv9.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/hutch-5-sizes-gen-3.jpg,Hutch 5 Sizes - Workspace View,"Hutch 5 Sizes, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
hutch-5-sizes,Hutch 5 Sizes,Furniture > Cabinets & Storage > China Cabinets & Hutches,4,https://v3b.fal.media/files/b/0a979be2/YcZEy766BfxBsdZXiUX4P.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/hutch-5-sizes-gen-4.jpg,Hutch 5 Sizes - Detail Close-Up,"Close-up detail shot of Hutch 5 Sizes, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
mobile-pedestal-digital-lock,Mobile Pedestal & Digital Lock,Furniture > Cabinets & Storage > File Cabinets,2,https://v3b.fal.media/files/b/0a979be3/wog5GsNSO9frm1nr-igV9.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/mobile-pedestal-digital-lock-gen-2.jpg,Mobile Pedestal & Digital Lock - Office Setting,"Professional product photography of Mobile Pedestal & Digital Lock, a filing cabinet, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
mobile-pedestal-digital-lock,Mobile Pedestal & Digital Lock,Furniture > Cabinets & Storage > File Cabinets,3,https://v3b.fal.media/files/b/0a979be3/LNnXZMB6Jb5wkebHhFLYd.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/mobile-pedestal-digital-lock-gen-3.jpg,Mobile Pedestal & Digital Lock - Workspace View,"Mobile Pedestal & Digital Lock, a filing cabinet, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
mobile-pedestal-digital-lock,Mobile Pedestal & Digital Lock,Furniture > Cabinets & Storage > File Cabinets,4,https://v3b.fal.media/files/b/0a979be3/F_X_UQE6juffP4f9JRuNt.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/mobile-pedestal-digital-lock-gen-4.jpg,Mobile Pedestal & Digital Lock - Detail Close-Up,"Close-up detail shot of Mobile Pedestal & Digital Lock, a filing cabinet, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,Furniture > Shelving > Bookcases & Standing Shelves > Rack Bookcases & Shelves,2,https://v3b.fal.media/files/b/0a979be3/4hQwHXR6a9W_C9FDX6sLH.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/bookcase-with-closed-lower-storage-gen-2.jpg,Bookcase with Closed Lower Storage - Office Setting,"Professional product photography of Bookcase with Closed Lower Storage, a bookcase, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,Furniture > Shelving > Bookcases & Standing Shelves > Rack Bookcases & Shelves,3,https://v3b.fal.media/files/b/0a979be3/Kr3ZTuPqbWRzwMyr4R2YB.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/bookcase-with-closed-lower-storage-gen-3.jpg,Bookcase with Closed Lower Storage - Workspace View,"Bookcase with Closed Lower Storage, a bookcase, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,Furniture > Shelving > Bookcases & Standing Shelves > Rack Bookcases & Shelves,4,https://v3b.fal.media/files/b/0a979be3/sqIYPGraXqDrkbmpslwLG.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/bookcase-with-closed-lower-storage-gen-4.jpg,Bookcase with Closed Lower Storage - Detail Close-Up,"Close-up detail shot of Bookcase with Closed Lower Storage, a bookcase, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
credenza-with-sliding-doors-36-high,"Credenza with Sliding doors 36"" High",Furniture > Cabinets & Storage > Storage Cabinets & Lockers,2,https://v3b.fal.media/files/b/0a979be4/fppptx-X2_vSLm8JBnieO.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/credenza-with-sliding-doors-36-high-gen-2.jpg,"Credenza with Sliding doors 36"" High - Office Setting","Professional product photography of Credenza with Sliding doors 36"" High, a storage cabinet, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
credenza-with-sliding-doors-36-high,"Credenza with Sliding doors 36"" High",Furniture > Cabinets & Storage > Storage Cabinets & Lockers,3,https://v3b.fal.media/files/b/0a979be4/2PbC8yAjoaPe_s_QvhrhQ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/credenza-with-sliding-doors-36-high-gen-3.jpg,"Credenza with Sliding doors 36"" High - Workspace View","Credenza with Sliding doors 36"" High, a storage cabinet, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
credenza-with-sliding-doors-36-high,"Credenza with Sliding doors 36"" High",Furniture > Cabinets & Storage > Storage Cabinets & Lockers,4,https://v3b.fal.media/files/b/0a979be4/qvuNhEwLcvGIv5WufouE1.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/credenza-with-sliding-doors-36-high-gen-4.jpg,"Credenza with Sliding doors 36"" High - Detail Close-Up","Close-up detail shot of Credenza with Sliding doors 36"" High, a storage cabinet, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
installation-chairs,Installation Chairs,Hardware > Tools > Ladders & Scaffolding > Work Platforms,2,https://v3b.fal.media/files/b/0a979be4/9vaZaYmmhnr65ihPLR7rx.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/installation-chairs-gen-2.jpg,Installation Chairs - Office Setting,"Professional product photography of Installation Chairs, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
installation-chairs,Installation Chairs,Hardware > Tools > Ladders & Scaffolding > Work Platforms,3,https://v3b.fal.media/files/b/0a979be4/3hPdslA67eSrmHLhXWjS1.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/installation-chairs-gen-3.jpg,Installation Chairs - Workspace View,"Installation Chairs, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
installation-chairs,Installation Chairs,Hardware > Tools > Ladders & Scaffolding > Work Platforms,4,https://v3b.fal.media/files/b/0a979be5/W-gsKGjo33heHzfqBQwxQ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/installation-chairs-gen-4.jpg,Installation Chairs - Detail Close-Up,"Close-up detail shot of Installation Chairs, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
ranger-table,Ranger Table,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Tools > Craft Cutting & Embossing Tools > Craft Scoring Tools,2,https://v3b.fal.media/files/b/0a979be5/3JQHZMFo4TlMrluqEuy3_.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/ranger-table-gen-2.jpg,Ranger Table - Office Setting,"Professional product photography of Ranger Table, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
ranger-table,Ranger Table,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Tools > Craft Cutting & Embossing Tools > Craft Scoring Tools,3,https://v3b.fal.media/files/b/0a979be5/wQEoBdvK-vjuIjGtJAtM-.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/ranger-table-gen-3.jpg,Ranger Table - Workspace View,"Ranger Table, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
